symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen
KCNE1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PHLDA1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAD51B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ROBO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
COIL	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAC2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PARPBP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
LRRN4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIO1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBXN11	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PGD	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RXRG	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GBP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SART3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GRK4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GBA2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AK3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SF3B1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
STAR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CCR9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCNT	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP3CB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ABHD14B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYH10	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANKRD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTGR3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRERF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
LINC01116	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
KAT8	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
P2RY4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACADVL	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHST3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BCL11B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA5BP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAMP3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PDIA6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SYN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TNXB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BMP7	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PLEC	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
VLDLR-AS1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CST6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FFAR3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DDX21	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SUCLG2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASP2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCRL3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CA12	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MGMT	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
UBASH3B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADAMTS15	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
GSK3A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CGN	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP3K9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
LTBP1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NDST4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FABP7	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TMPRSS13	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SPNS2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3P37	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAP2C	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP3CA	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCGR1BP	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYH9	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SERPINA6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
INTS6	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RASGRF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
HNRNPM	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CHL1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RHCE	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MUC5B	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTPN12	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPAIN	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
DIRC3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
A4GNT	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NIBAN2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
KDM1A	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CST5	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AKT1S1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CNN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PRLR	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RLN1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANKRD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
CMPK2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
AK3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
NFATC4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
P2RY4	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPS6KB2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
MAP4K2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
TRERF1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ACKR2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BICD1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
FCRL3	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC25A18	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SBNO2	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PPP3CB	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
SAG	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
ADGRG1	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
PCNT	0.0022174791281082107	No data	No data	No data	No data	No data	No data	No data	No data	No data
BLOC1S6	0.0021636847270374376	No data	No data	No data	No data	No data	No data	No data	No data	No data
MYEF2	0.0021636847270374376	No data	No data	No data	No data	No data	No data	No data	No data	No data
IDH2	0.0021636847270374376	No data	No data	No data	No data	No data	No data	No data	No data	No data
ID3	0.0021045519502878854	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLC24A3	0.0021045519502878854	No data	No data	No data	No data	No data	No data	No data	No data	No data
SMPD1	0.0021045519502878854	No data	No data	No data	No data	No data	No data	No data	No data	No data
QRSL1	0.0021045519502878854	No data	No data	No data	No data	No data	No data	No data	No data	No data
RAB40B	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
SLURP1	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
TP53INP2	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
MT-ATP6	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
CDK2AP2	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
HBD	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
LAMTOR2	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
H3P8	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
UPP1	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
IL21R	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
RPP14	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
SNX19	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
CASP12	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
KDM5D	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
PTGIS	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
PSMB5	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
FOXC2	0.00201215698661671	No data	No data	No data	No data	No data	No data	No data	No data	No data
